,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
4340,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4341,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4342,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,11,2,0,0,9,7,4
4343,Measles,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,5,1,1
4344,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,1,12,5,8
4345,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,11,1,0,0,2,0,1
4346,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4347,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,11,0,1,,4,6,
4348,Mumps,AIR/DROPLET-BORNE DISEASES,2025,11,7,6,3,49,56,45
4349,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,11,2,3,0,27,22,2
4350,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,11,0,1,0,35,28,26
4351,Rubella,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4352,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4353,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,11,0,0,0,0,0,0
4354,Acute Hepatitis B,OTHER DISEASES,2025,11,0,0,0,8,7,7
4355,Acute Hepatitis C,OTHER DISEASES,2025,11,1,0,0,13,3,3
4356,Botulism,OTHER DISEASES,2025,11,0,0,0,0,0,0
4357,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,12,1,0,0,21,10,10
4358,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,12,2,0,1,9,8,14
4359,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,12,12,11,11,130,109,109
4360,Cholera,FOOD/WATER-BORNE DISEASES,2025,12,0,0,0,2,0,0
4361,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,12,0,0,0,7,5,5
4362,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,12,0,0,0,1,0,0
4363,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,12,20,23,23,264,257,257
4364,Typhoid,FOOD/WATER-BORNE DISEASES,2025,12,2,3,2,13,11,11
4365,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,12,1,0,0,4,2,2
4366,Dengue Fever,VECTOR-BORNE DISEASES,2025,12,102,319,319,1123,4801,2820
4367,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,12,0,1,0,3,16,7
4368,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,12,0,0,0,0,0,0
4369,Leptospirosis,VECTOR-BORNE DISEASES,2025,12,0,0,1,17,17,8
4370,Malaria,VECTOR-BORNE DISEASES,2025,12,0,0,1,9,5,3
4371,Murine Typhus,VECTOR-BORNE DISEASES,2025,12,0,2,0,34,9,3
4372,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,12,0,0,0,0,0,0
4373,Plague,VECTOR-BORNE DISEASES,2025,12,0,0,0,0,0,0
4374,Yellow Fever,VECTOR-BORNE DISEASES,2025,12,0,0,0,0,0,0
4375,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,12,0,0,0,4,4,0
4376,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4377,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4378,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4379,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4380,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,12,1,0,0,10,7,4
4381,Measles,AIR/DROPLET-BORNE DISEASES,2025,12,1,1,0,6,2,2
4382,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,12,1,0,0,13,5,9
4383,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,2,0,1
4384,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4385,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,12,0,0,,4,6,
4386,Mumps,AIR/DROPLET-BORNE DISEASES,2025,12,5,4,4,54,60,47
4387,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,27,22,2
4388,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,12,0,4,2,35,32,27
4389,Rubella,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4390,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4391,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,12,0,0,0,0,0,0
4392,Acute Hepatitis B,OTHER DISEASES,2025,12,1,1,1,9,8,8
4393,Acute Hepatitis C,OTHER DISEASES,2025,12,0,1,0,13,4,4
4394,Botulism,OTHER DISEASES,2025,12,0,0,0,0,0,0
4395,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,13,0,0,0,21,10,10
4396,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,13,3,0,0,12,8,14
4397,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,13,15,9,7,142,118,118
4398,Cholera,FOOD/WATER-BORNE DISEASES,2025,13,2,0,0,4,0,0
4399,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,13,0,0,0,7,5,5
4400,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,13,0,0,0,1,0,0
4401,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,13,29,18,27,293,275,277
4402,Typhoid,FOOD/WATER-BORNE DISEASES,2025,13,1,2,0,14,13,14
4403,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,13,0,0,0,4,2,2
4404,Dengue Fever,VECTOR-BORNE DISEASES,2025,13,97,347,347,1218,5148,3330
4405,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,13,0,2,0,3,18,7
4406,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,13,0,0,0,0,0,0
4407,Leptospirosis,VECTOR-BORNE DISEASES,2025,13,0,0,1,17,17,10
4408,Malaria,VECTOR-BORNE DISEASES,2025,13,1,0,0,10,5,3
4409,Murine Typhus,VECTOR-BORNE DISEASES,2025,13,1,2,0,35,11,3
4410,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,13,0,0,0,0,0,0
4411,Plague,VECTOR-BORNE DISEASES,2025,13,0,0,0,0,0,0
4412,Yellow Fever,VECTOR-BORNE DISEASES,2025,13,0,0,0,0,0,0
4413,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,13,0,0,0,4,4,0
4414,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4415,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4416,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4417,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4418,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,10,7,5
4419,Measles,AIR/DROPLET-BORNE DISEASES,2025,13,1,0,0,7,2,2
4420,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,13,5,10
4421,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,2,0,1
4422,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4423,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,13,0,1,,4,7,
4424,Mumps,AIR/DROPLET-BORNE DISEASES,2025,13,8,5,5,62,65,48
4425,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,13,3,1,0,30,23,2
4426,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,13,2,5,1,37,37,28
4427,Rubella,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4428,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4429,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,13,0,0,0,0,0,0
4430,Acute Hepatitis B,OTHER DISEASES,2025,13,1,0,0,10,8,8
4431,Acute Hepatitis C,OTHER DISEASES,2025,13,0,0,0,12,4,4
4432,Botulism,OTHER DISEASES,2025,13,0,0,0,0,0,0
4433,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,14,1,0,1,22,10,10
4434,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,14,2,1,1,13,9,15
4435,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,14,9,7,11,146,125,125
4436,Cholera,FOOD/WATER-BORNE DISEASES,2025,14,0,0,0,2,0,0
4437,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,14,1,1,0,8,6,5
4438,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,14,0,0,0,1,0,0
4439,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,14,24,28,25,314,303,303
4440,Typhoid,FOOD/WATER-BORNE DISEASES,2025,14,1,0,0,15,13,14
4441,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,14,1,1,0,5,3,3
4442,Dengue Fever,VECTOR-BORNE DISEASES,2025,14,89,414,315,1308,5562,3972
4443,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,14,0,1,0,3,19,8
4444,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,14,0,0,0,0,0,0
4445,Leptospirosis,VECTOR-BORNE DISEASES,2025,14,0,0,0,17,17,12
4446,Malaria,VECTOR-BORNE DISEASES,2025,14,0,0,0,10,5,3
4447,Murine Typhus,VECTOR-BORNE DISEASES,2025,14,0,2,0,35,13,3
4448,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,14,0,0,0,0,0,0
4449,Plague,VECTOR-BORNE DISEASES,2025,14,0,0,0,0,0,0
4450,Yellow Fever,VECTOR-BORNE DISEASES,2025,14,0,0,0,0,0,0
4451,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,14,0,0,0,4,4,0
4452,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4453,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4454,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4455,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4456,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,14,3,0,0,13,7,5
4457,Measles,AIR/DROPLET-BORNE DISEASES,2025,14,0,1,0,7,3,3
4458,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,14,2,1,0,15,6,11
4459,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,2,0,1
4460,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4461,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,14,0,0,,4,7,
4462,Mumps,AIR/DROPLET-BORNE DISEASES,2025,14,4,4,4,66,69,52
4463,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,14,0,3,0,30,26,2
4464,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,14,2,3,1,39,40,30
4465,Rubella,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4466,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4467,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,14,0,0,0,0,0,0
4468,Acute Hepatitis B,OTHER DISEASES,2025,14,1,0,0,11,8,9
4469,Acute Hepatitis C,OTHER DISEASES,2025,14,0,0,0,12,4,4
4470,Botulism,OTHER DISEASES,2025,14,0,0,0,0,0,0
4471,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,15,3,0,0,25,10,10
4472,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,15,0,0,1,13,9,16
4473,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,15,12,8,8,158,133,133
4474,Cholera,FOOD/WATER-BORNE DISEASES,2025,15,0,0,0,2,0,0
4475,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,15,0,1,1,8,7,5
4476,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,15,0,0,0,1,0,0
4477,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,15,28,25,23,342,328,328
4478,Typhoid,FOOD/WATER-BORNE DISEASES,2025,15,1,3,0,16,16,16
4479,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,15,1,0,0,6,3,3
4480,Dengue Fever,VECTOR-BORNE DISEASES,2025,15,93,305,305,1399,5867,4705
4481,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,15,0,2,1,3,21,9
4482,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,15,0,0,0,0,0,0
4483,Leptospirosis,VECTOR-BORNE DISEASES,2025,15,3,0,0,20,17,12
4484,Malaria,VECTOR-BORNE DISEASES,2025,15,0,0,0,10,5,3
4485,Murine Typhus,VECTOR-BORNE DISEASES,2025,15,1,0,0,36,13,3
4486,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,15,0,0,0,0,0,0
4487,Plague,VECTOR-BORNE DISEASES,2025,15,0,0,0,0,0,0
4488,Yellow Fever,VECTOR-BORNE DISEASES,2025,15,0,0,0,0,0,0
4489,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,15,0,1,0,4,5,0
4490,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4491,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4492,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4493,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4494,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,15,1,0,0,14,7,5
4495,Measles,AIR/DROPLET-BORNE DISEASES,2025,15,0,1,0,7,4,3
4496,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,15,2,0,0,17,6,11
4497,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,2,0,1
4498,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4499,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,15,0,0,,4,7,
4500,Mumps,AIR/DROPLET-BORNE DISEASES,2025,15,5,2,2,71,71,54
4501,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,15,3,0,0,33,26,2
4502,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,15,2,3,3,41,43,30
4503,Rubella,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4504,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4505,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,15,0,0,0,0,0,0
4506,Acute Hepatitis B,OTHER DISEASES,2025,15,1,0,1,12,8,10
4507,Acute Hepatitis C,OTHER DISEASES,2025,15,0,1,1,12,5,5
4508,Botulism,OTHER DISEASES,2025,15,0,0,0,0,0,0
4509,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,16,1,0,0,26,10,10
4510,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,16,1,1,0,14,10,17
4511,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,16,9,10,10,166,143,143
4512,Cholera,FOOD/WATER-BORNE DISEASES,2025,16,0,0,0,2,0,0
4513,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,16,0,0,0,8,7,5
4514,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,16,0,0,0,1,0,0
4515,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,16,23,32,29,361,360,360
4516,Typhoid,FOOD/WATER-BORNE DISEASES,2025,16,1,1,1,17,17,17
4517,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,16,0,0,0,6,3,3
4518,Dengue Fever,VECTOR-BORNE DISEASES,2025,16,93,340,340,1491,6207,5647
4519,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,16,0,1,0,3,22,9
4520,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,16,0,0,0,0,0,0
4521,Leptospirosis,VECTOR-BORNE DISEASES,2025,16,0,1,1,20,18,12
4522,Malaria,VECTOR-BORNE DISEASES,2025,16,0,1,0,10,6,3
4523,Murine Typhus,VECTOR-BORNE DISEASES,2025,16,2,0,0,38,13,3
4524,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,16,0,0,0,0,0,0
4525,Plague,VECTOR-BORNE DISEASES,2025,16,0,0,0,0,0,0
4526,Yellow Fever,VECTOR-BORNE DISEASES,2025,16,0,0,0,0,0,0
4527,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,16,0,0,0,4,5,0
4528,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4529,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4530,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4531,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4532,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,14,7,5
4533,Measles,AIR/DROPLET-BORNE DISEASES,2025,16,0,2,0,7,6,4
4534,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,16,1,1,1,18,7,11
4535,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,2,0,1
4536,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4537,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,16,1,1,,5,8,
4538,Mumps,AIR/DROPLET-BORNE DISEASES,2025,16,5,12,4,76,83,58
4539,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,16,0,3,0,33,29,2
4540,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,16,0,2,1,41,45,31
4541,Rubella,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4542,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4543,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,16,0,0,0,0,0,0
4544,Acute Hepatitis B,OTHER DISEASES,2025,16,0,0,1,12,8,11
4545,Acute Hepatitis C,OTHER DISEASES,2025,16,0,0,0,15,5,5
4546,Botulism,OTHER DISEASES,2025,16,0,0,0,0,0,0
4547,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,17,3,1,0,29,11,11
4548,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,17,2,0,0,16,10,17
4549,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,17,14,15,13,180,158,158
4550,Cholera,FOOD/WATER-BORNE DISEASES,2025,17,0,0,0,2,0,0
4551,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,17,0,3,0,8,10,5
4552,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,17,0,0,0,1,0,0
4553,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,17,19,57,29,378,417,417
4554,Typhoid,FOOD/WATER-BORNE DISEASES,2025,17,1,0,1,18,17,17
4555,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,17,3,0,0,9,3,3
4556,Dengue Fever,VECTOR-BORNE DISEASES,2025,17,107,335,335,1599,6542,6177
4557,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,17,0,2,1,3,24,10
4558,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,17,0,0,0,0,0,0
4559,Leptospirosis,VECTOR-BORNE DISEASES,2025,17,6,0,0,26,18,13
4560,Malaria,VECTOR-BORNE DISEASES,2025,17,0,1,0,10,7,4
4561,Murine Typhus,VECTOR-BORNE DISEASES,2025,17,0,3,0,38,16,3
4562,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,17,0,0,0,0,0,0
4563,Plague,VECTOR-BORNE DISEASES,2025,17,0,0,0,0,0,0
4564,Yellow Fever,VECTOR-BORNE DISEASES,2025,17,0,0,0,0,0,0
4565,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,17,0,1,0,4,6,1
4566,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4567,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4568,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4569,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4570,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,14,7,5
4571,Measles,AIR/DROPLET-BORNE DISEASES,2025,17,1,0,0,8,6,5
4572,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,17,2,1,1,20,8,11
4573,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,17,1,0,0,3,0,1
4574,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4575,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,17,0,0,,5,8,
4576,Mumps,AIR/DROPLET-BORNE DISEASES,2025,17,5,1,2,81,84,63
4577,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,17,0,1,0,33,30,2
4578,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,17,1,3,1,42,48,32
4579,Rubella,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4580,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4581,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,17,0,0,0,0,0,0
4582,Acute Hepatitis B,OTHER DISEASES,2025,17,0,2,0,12,10,12
4583,Acute Hepatitis C,OTHER DISEASES,2025,17,0,0,0,15,5,5
4584,Botulism,OTHER DISEASES,2025,17,0,0,0,0,0,0
4585,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,18,3,1,1,32,12,12
4586,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,18,1,0,1,17,10,18
4587,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,18,9,8,13,188,166,166
4588,Cholera,FOOD/WATER-BORNE DISEASES,2025,18,0,0,0,2,0,0
4589,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,18,0,1,0,8,11,6
4590,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,18,0,0,0,1,0,0
4591,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,18,30,17,23,407,434,434
4592,Typhoid,FOOD/WATER-BORNE DISEASES,2025,18,1,2,1,19,19,21
4593,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,18,0,0,0,9,3,3
4594,Dengue Fever,VECTOR-BORNE DISEASES,2025,18,89,247,247,1688,6789,6567
4595,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,18,0,1,0,3,25,11
4596,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,18,0,0,0,0,0,0
4597,Leptospirosis,VECTOR-BORNE DISEASES,2025,18,2,0,0,28,18,13
4598,Malaria,VECTOR-BORNE DISEASES,2025,18,0,0,0,10,7,4
4599,Murine Typhus,VECTOR-BORNE DISEASES,2025,18,2,1,0,40,17,3
4600,Nipah Virus Infection,VECTOR-BORNE DISEASES,2025,18,0,0,0,0,0,0
4601,Plague,VECTOR-BORNE DISEASES,2025,18,0,0,0,0,0,0
4602,Yellow Fever,VECTOR-BORNE DISEASES,2025,18,0,0,0,0,0,0
4603,Zika Virus Infection,VECTOR-BORNE DISEASES,2025,18,0,0,0,4,6,1
4604,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4605,Diphtheria,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4606,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4607,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4608,Legionellosis,AIR/DROPLET-BORNE DISEASES,2025,18,2,0,0,16,7,5
4609,Measles,AIR/DROPLET-BORNE DISEASES,2025,18,0,1,0,8,7,5
4610,Melioidosis,AIR/DROPLET-BORNE DISEASES,2025,18,0,2,1,20,10,12
4611,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,3,0,1
4612,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4613,"#Mpox",AIR/DROPLET-BORNE DISEASES,2025,18,0,0,,5,8,
4614,Mumps,AIR/DROPLET-BORNE DISEASES,2025,18,3,6,6,84,90,70
4615,Pertussis,AIR/DROPLET-BORNE DISEASES,2025,18,3,1,1,36,31,4
4616,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2025,18,3,3,1,45,51,32
4617,Rubella,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4618,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4619,Tetanus,AIR/DROPLET-BORNE DISEASES,2025,18,0,0,0,0,0,0
4620,Acute Hepatitis B,OTHER DISEASES,2025,18,0,2,1,12,12,13
4621,Acute Hepatitis C,OTHER DISEASES,2025,18,0,1,0,15,6,6
4622,Botulism,OTHER DISEASES,2025,18,0,0,0,0,0,0
4623,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2025,19,1,0,0,33,12,12
4624,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2025,19,4,2,1,21,12,18
4625,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2025,19,19,6,8,207,172,172
4626,Cholera,FOOD/WATER-BORNE DISEASES,2025,19,0,0,0,2,0,0
4627,Paratyphoid,FOOD/WATER-BORNE DISEASES,2025,19,0,0,0,8,11,7
4628,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2025,19,0,0,0,1,0,0
4629,Salmonellosis,FOOD/WATER-BORNE DISEASES,2025,19,35,21,23,441,455,455
4630,Typhoid,FOOD/WATER-BORNE DISEASES,2025,19,1,0,0,20,19,22
4631,Chikungunya Fever,VECTOR-BORNE DISEASES,2025,19,0,1,0,9,4,4
4632,Dengue Fever,VECTOR-BORNE DISEASES,2025,19,106,323,323,1794,7112,7069
4633,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2025,19,0,3,3,3,28,15
4634,Japanese Encephalitis,VECTOR-BORNE DISEASES,2025,19,0,0,0,0,0,0
4635,Leptospirosis,VECTOR-BORNE DISEASES,2025,19,2,1,1,30,19,13
4636,Malaria,VECTOR-BORNE DISEASES,2025,19,0,0,0,10,7,4
